Customer ID,Name,Age,Gender,Email,Phone,City,State,Country,Region,Join Date,Last Purchase,Orders,Average Order Value,Total Revenue,Customer Lifetime Value,Annual Income,Monthly Income,Satisfaction Score,Customer Score,Churn Risk,Segment,Loyalty Level,Favorite Category,Payment Method,Acquisition Channel,Discount Usage (%),Returns,Support Tickets,Website Visits,App Sessions,Wishlist Items,Cart Abandonments,Referral Count,Coupon Used,Premium Member,Newsletter,Days Since Last Purchase
337,Anthony Hogan,66,Male,john46@example.net,0548510174,Tonyashire,Oregon,India,North,2022-10-28,2026-04-02,118,4630,546340,1864861.5,2241101,186758,3.4,100.0,46.0,VIP,Platinum,Sports,Cash,Mobile App,75,5,14,59,46,22,12,13,Yes,No,Subscribed,110
338,Jennifer Pineda,47,Male,michaelmitchell@example.net,6831589357,Millerton,Nevada,India,Central,2022-05-21,2025-09-16,64,6744,431616,923335.04,1459097,121591,3.9,100.0,41.0,VIP,Platinum,Books,Wallet,Instagram,5,2,10,257,29,24,9,14,No,Yes,Not Subscribed,308
339,Pamela Alvarez,36,Female,rmiller@example.net,9886497677,South Jennifer,Florida,India,South,2026-06-05,2025-10-26,9,7829,70461,238633.9,2245133,187094,4.8,80.09,43.0,Regular,Silver,Electronics,Wallet,Referral,47,5,0,256,172,6,12,14,Yes,Yes,Not Subscribed,268
340,Tammy Palmer,43,Male,bensonstanley@example.org,8519611594,West Kevinstad,Maryland,India,South,2021-12-26,2025-09-26,47,2130,100110,208273.08,2745446,228787,4.6,100.0,34.0,Regular,Silver,Groceries,Cash,Instagram,51,3,7,222,185,31,8,24,No,No,Not Subscribed,298
341,Kelly Johnson,60,Female,douglaslawrence@example.org,4327018510,Arielmouth,Missouri,India,West,2024-06-28,2026-06-16,36,1707,61452,196449.68,703138,58594,2.8,100.0,19.5,Regular,Silver,Electronics,Net Banking,Referral,62,15,7,73,7,6,23,1,Yes,No,Not Subscribed,35
342,Thomas Cortez,27,Female,kathleenwagner@example.com,7251996636,Fitzgeraldland,Hawaii,India,Central,2025-02-12,2026-01-26,13,6727,87451,122339.13,2430823,202568,4.4,87.49,43.0,Regular,Silver,Electronics,Cash,Google Ads,59,6,9,259,125,32,8,17,Yes,No,Subscribed,176
343,Jasmine Armstrong,42,Female,ann18@example.org,9890983780,West Kristinbury,Virginia,India,East,2026-05-28,2026-01-02,49,4125,202125,484110.84,387823,32318,2.9,100.0,51.0,Premium,Gold,Electronics,Net Banking,Email Campaign,84,9,5,256,110,8,9,22,No,No,Not Subscribed,200
344,Mary Riley,53,Male,romancatherine@example.com,7056260856,New Garyberg,Idaho,India,Central,2021-12-08,2026-01-14,51,2657,135507,336897.09,1834598,152883,4.0,100.0,40.0,Premium,Gold,Books,UPI,Email Campaign,45,9,10,36,7,37,1,4,Yes,No,Not Subscribed,188
345,Jonathan Davis,24,Female,stephanie20@example.net,2004615265,East Johnshire,Kansas,India,East,2023-08-17,2026-05-23,53,3377,178981,241045.89,1274370,106197,3.1,100.0,28.5,Premium,Gold,Electronics,UPI,Mobile App,82,9,18,48,176,4,27,9,No,Yes,Not Subscribed,59
346,Trevor Goodwin,60,Female,ravery@example.org,7861706304,Port Angela,Florida,India,Central,2024-07-05,2025-11-12,116,3950,458200,867468.41,2220064,185005,4.0,100.0,40.0,VIP,Platinum,Books,Credit Card,Referral,40,12,18,204,82,36,3,25,Yes,No,Not Subscribed,251
347,Kevin Russell,50,Female,mathisvincent@example.org,8238687007,North Sarahfort,Louisiana,India,South,2025-01-26,2025-09-30,39,3476,135564,504367.51,1096237,91353,3.7,100.0,43.0,Premium,Gold,Fashion,Net Banking,Email Campaign,100,2,17,114,73,16,1,9,Yes,Yes,Not Subscribed,294
348,Carla Franco,35,Male,okidd@example.org,0289141612,New William,Massachusetts,India,Central,2026-02-11,2025-12-20,68,4393,298724,690194.43,1706750,142229,4.5,100.0,35.0,VIP,Platinum,Beauty,Net Banking,Instagram,83,9,16,158,110,34,10,6,No,Yes,Subscribed,213
349,Nicole Dougherty,58,Male,tiffany74@example.org,5379502097,Petersfort,Wisconsin,India,Central,2024-06-03,2026-05-06,28,5913,165564,612835.87,2209978,184164,3.2,100.0,36.0,Premium,Gold,Books,Debit Card,Mobile App,81,13,18,35,133,12,11,14,No,No,Not Subscribed,76
350,Philip Miller,38,Male,ryanpatricia@example.net,1569562017,East Juliaview,Utah,India,South,2026-05-14,2026-03-17,53,2686,142358,475710.3,2959699,246641,2.9,100.0,51.0,Premium,Gold,Sports,UPI,Facebook,87,7,12,127,29,9,6,0,No,No,Subscribed,126
351,Sandra Howard,30,Male,velasquezcolleen@example.net,3750479303,Jacksonborough,Texas,India,East,2022-05-22,2026-02-18,4,2616,10464,34040.87,1415060,117921,4.1,51.09,55.0,At Risk,Bronze,Home,Credit Card,Facebook,22,1,15,15,14,5,10,19,Yes,No,Subscribed,153
352,Joanne Chambers,33,Male,cameronanderson@example.org,4938430894,Davidsonton,Massachusetts,India,Central,2025-09-28,2026-02-10,65,1488,96720,247321.71,2684456,223704,4.9,100.0,31.0,Regular,Silver,Beauty,UPI,Email Campaign,67,8,15,51,60,38,3,24,No,Yes,Not Subscribed,161
353,Ryan Carney,31,Male,david87@example.com,8030468750,New Lindseybury,Vermont,India,North,2022-08-09,2025-12-16,28,2749,76972,180317.38,1316636,109719,4.7,100.0,33.0,Regular,Silver,Fashion,Net Banking,Referral,7,15,17,196,179,7,10,17,No,Yes,Not Subscribed,217
354,Rodney Jones,48,Female,jamesmurphy@example.org,0760954317,Aprilbury,California,India,East,2021-09-28,2026-01-16,83,7915,656945,1823100.1,479312,39942,4.2,100.0,38.0,VIP,Platinum,Beauty,Wallet,Website,100,7,8,287,98,19,20,22,Yes,No,Not Subscribed,186
355,Kimberly Harvey,18,Female,garrettbeth@example.org,0651207049,New Brettfurt,Montana,India,East,2023-04-24,2026-03-02,12,7239,86868,275140.2,1497482,124790,3.0,71.37,58.0,Regular,Silver,Groceries,Credit Card,Email Campaign,20,14,20,167,196,26,25,1,No,No,Not Subscribed,141
356,Cody Walton,39,Female,michellecobb@example.net,7676991507,North Curtis,Rhode Island,India,North,2026-03-31,2026-04-17,21,6221,130641,245412.02,528364,44030,3.4,100.0,43.5,Premium,Gold,Groceries,Wallet,Facebook,77,10,14,19,195,3,20,20,Yes,Yes,Not Subscribed,95
357,Jennifer Watkins,30,Female,rebeccamartinez@example.net,5679723200,Palmerstad,Maryland,India,East,2024-11-07,2026-05-13,11,1407,15477,24923.21,2415795,201316,4.3,68.1,30.5,New,Bronze,Books,UPI,Mobile App,98,4,19,215,81,28,15,23,No,No,Subscribed,69
358,Brandy Weaver,23,Female,dylanparker@example.com,5089203880,Lake Rebekah,California,India,East,2022-08-23,2026-06-25,51,7679,391629,854155.41,2642391,220199,3.1,100.0,12.0,VIP,Platinum,Sports,Net Banking,Google Ads,2,7,2,241,50,16,22,5,No,Yes,Subscribed,26
359,Matthew Contreras,41,Male,vgreene@example.net,9465217073,Hansonbury,New Mexico,India,Central,2022-04-13,2025-11-09,2,6386,12772,32788.0,2152988,179415,4.6,52.55,52.0,At Risk,Bronze,Sports,Net Banking,Mobile App,63,3,7,109,48,17,9,23,Yes,Yes,Not Subscribed,254
360,Jessica Cisneros,64,Male,lindsay63@example.com,0501508124,Bradleytown,Illinois,India,West,2022-08-20,2025-11-22,53,6991,370523,585223.08,1467157,122263,4.9,100.0,31.0,VIP,Platinum,Home,Debit Card,Email Campaign,30,14,7,194,149,29,2,0,No,Yes,Not Subscribed,241
361,James Thompson,63,Female,jennifer58@example.org,3024102615,West Lisa,Texas,India,Central,2023-01-22,2026-01-06,10,1280,12800,33896.96,468576,39048,3.3,55.56,57.0,At Risk,Bronze,Books,UPI,Facebook,30,15,11,28,1,16,16,19,No,Yes,Subscribed,196
362,George Rose,55,Male,ejohns@example.org,2338655963,Port Amanda,Georgia,India,East,2022-07-29,2025-11-07,65,4537,294905,1067216.97,2213290,184440,2.8,100.0,52.0,VIP,Platinum,Home,UPI,Referral,40,13,4,138,29,20,1,4,No,No,Not Subscribed,256
363,Mark Brown,57,Female,monique89@example.com,1791286857,Jenniferhaven,Vermont,India,Central,2023-05-19,2026-07-02,56,7812,437472,712623.48,2310555,192546,4.4,100.0,0.0,VIP,Platinum,Fashion,Net Banking,Instagram,19,14,1,101,38,3,7,5,No,No,Subscribed,19
364,Timothy Sosa,49,Male,zadams@example.net,3337363466,Andreaberg,Wisconsin,India,West,2023-08-16,2026-04-19,91,5094,463554,1141046.86,2317743,193145,2.8,100.0,48.5,VIP,Platinum,Beauty,Debit Card,Referral,92,4,3,183,23,13,27,9,No,Yes,Subscribed,93
365,Christopher Wallace,51,Male,jerry07@example.net,6776657546,West Deanna,Minnesota,India,West,2022-01-20,2026-02-05,32,6793,217376,542372.25,645544,53795,4.7,100.0,33.0,Premium,Gold,Electronics,Debit Card,Website,3,9,3,206,95,37,29,3,No,No,Not Subscribed,166
366,Rachel Phillips,58,Female,hartmansara@example.org,1508353544,Port Karen,West Virginia,India,Central,2025-04-24,2026-06-22,1,3198,3198,11901.05,2860387,238365,4.9,51.64,14.5,At Risk,Bronze,Beauty,Wallet,Website,41,4,6,29,164,18,10,25,No,Yes,Not Subscribed,29
367,Amy Green,34,Male,juan56@example.com,7826333738,Petersonland,Massachusetts,India,South,2025-12-11,2025-12-11,111,3767,418137,598726.02,1123349,93612,2.9,100.0,51.0,VIP,Platinum,Home,Wallet,Email Campaign,99,12,9,83,30,19,15,25,Yes,No,Subscribed,222
368,Megan Patterson,41,Male,cclark@example.net,5292407553,Marktown,Oregon,India,West,2024-02-14,2026-06-30,114,3679,419406,1022823.52,2611632,217636,4.0,100.0,0.5,VIP,Platinum,Sports,Cash,Instagram,11,13,11,100,111,40,13,2,Yes,Yes,Not Subscribed,21
369,Kristen Weeks,51,Male,tiffanygamble@example.net,6361863715,East Damonside,Idaho,India,East,2024-03-31,2025-10-11,56,1148,64288,228784.28,2253247,187770,3.3,100.0,47.0,Regular,Silver,Beauty,Credit Card,Website,16,9,7,272,109,18,18,1,Yes,No,Not Subscribed,283
370,Antonio Barker,24,Female,mjohnson@example.org,4334817058,Myersville,Florida,India,Central,2026-03-07,2025-12-19,33,3411,112563,209663.96,592966,49413,4.4,100.0,36.0,Regular,Silver,Home,Wallet,Instagram,2,3,14,96,46,25,1,2,No,No,Not Subscribed,214
371,Amanda Mendoza,39,Male,pricerebecca@example.org,3467299493,North Vickie,New Hampshire,India,South,2022-08-30,2026-04-24,11,6619,72809,273301.98,1337657,111471,4.7,83.56,36.0,Regular,Silver,Sports,Wallet,Facebook,13,13,17,14,1,25,3,0,No,No,Not Subscribed,88
372,Caleb Ross,57,Female,aliciakent@example.com,7901475469,New Jessica,New Jersey,India,West,2026-02-18,2025-12-09,39,1217,47463,72392.12,308199,25683,3.0,100.0,50.0,Regular,Bronze,Groceries,Wallet,Email Campaign,2,6,0,112,123,9,20,7,Yes,Yes,Not Subscribed,224
373,Patrick Hopkins,67,Female,longsonya@example.org,4841376815,Robertburgh,Kentucky,India,South,2024-04-12,2026-02-20,55,678,37290,56039.15,889305,74108,4.3,100.0,37.0,New,Bronze,Groceries,Cash,Email Campaign,56,15,15,15,115,37,7,6,No,Yes,Not Subscribed,151
374,Jared Williams,18,Male,jonesheather@example.net,6563600412,Jonesside,Texas,India,West,2023-12-15,2025-09-10,109,4560,497040,1548977.25,2749132,229094,4.3,100.0,37.0,VIP,Platinum,Groceries,Wallet,Email Campaign,37,1,15,209,124,32,18,23,No,Yes,Subscribed,314
375,John Dodson,51,Male,thomasramirez@example.org,0912418621,Howardborough,Virginia,India,West,2024-11-08,2026-02-23,41,5032,206312,281642.18,2969168,247430,3.5,100.0,45.0,Premium,Gold,Sports,Wallet,Mobile App,60,3,15,182,114,27,0,5,No,No,Subscribed,148
376,Austin Leonard,50,Male,scottwilliams@example.net,6470900633,North Roberttown,Michigan,India,Central,2025-06-18,2026-02-26,44,5432,239008,817163.54,2214894,184574,2.8,100.0,52.0,Premium,Gold,Electronics,Wallet,Referral,37,12,13,189,120,10,19,6,No,Yes,Subscribed,145
377,Lori Frazier,30,Male,walkernicole@example.net,2068155839,Martinezborough,Connecticut,India,Central,2024-05-19,2026-04-22,13,7000,91000,207621.9,2320833,193402,3.3,77.2,49.0,Regular,Silver,Groceries,Cash,Website,26,1,0,188,66,22,21,5,Yes,No,Not Subscribed,90
378,Michael Thompson,25,Male,avaldez@example.com,7314950136,Lake Amandashire,Hawaii,India,North,2024-10-09,2026-05-28,29,4484,130036,243211.22,1677423,139785,4.5,100.0,12.0,Premium,Gold,Sports,Wallet,Website,98,1,17,141,38,32,19,21,No,Yes,Subscribed,54
379,Johnathan Davis,68,Male,tina62@example.com,5715099768,East Andrewville,Maryland,India,Central,2021-11-09,2026-05-31,65,1363,88595,144792.61,745176,62098,4.7,100.0,8.5,Regular,Silver,Home,Debit Card,Referral,46,5,9,231,195,32,15,23,No,Yes,Subscribed,51
380,Joel Patterson,30,Female,christinebrown@example.com,4326303975,New Latoyachester,Tennessee,India,West,2025-12-08,2025-08-14,99,553,54747,100615.23,2236688,186390,3.4,100.0,46.0,Regular,Bronze,Groceries,Debit Card,Mobile App,64,5,2,141,95,26,11,20,No,Yes,Subscribed,341
381,Lisa Christensen,69,Female,melanierivera@example.org,8033968527,East Brettberg,Indiana,India,West,2023-12-02,2025-10-29,115,4258,489670,1799432.17,2414912,201242,4.5,100.0,35.0,VIP,Platinum,Home,Credit Card,Website,46,0,14,79,197,0,22,25,No,No,Subscribed,265
382,David Thompson,45,Male,joelmiller@example.net,4233629344,Michellefort,Colorado,India,West,2025-11-17,2026-02-10,5,5908,29540,106301.14,883138,73594,4.8,63.91,47.0,New,Bronze,Groceries,UPI,Website,7,9,13,210,174,35,27,9,No,Yes,Not Subscribed,161
383,Stephanie Ward,46,Male,cjackson@example.com,2706614982,Fordmouth,Maine,India,Central,2025-02-14,2026-01-02,101,5564,561964,1627052.36,1698086,141507,4.7,100.0,33.0,VIP,Platinum,Books,Wallet,Referral,100,12,6,159,21,2,17,10,Yes,No,Subscribed,200
384,Nicholas Obrien,23,Female,cookjennifer@example.org,3008576665,South Nicoleville,Missouri,India,Central,2023-07-14,2026-06-20,97,5707,553579,894623.01,366984,30582,4.7,100.0,0.0,VIP,Platinum,Books,UPI,Instagram,69,8,7,160,185,27,16,3,No,Yes,Subscribed,31
385,Sarah Martin,66,Male,xkrueger@example.net,8750663370,Catherineberg,Kentucky,India,West,2023-04-18,2026-01-08,74,6536,483664,586952.79,1671786,139315,5.0,100.0,30.0,VIP,Platinum,Fashion,Cash,Referral,95,7,11,158,72,36,21,4,Yes,No,Subscribed,194
386,John Lane,70,Female,alexanderwise@example.net,6918362644,Jessicaland,Connecticut,India,West,2022-03-04,2025-08-08,19,6329,120251,277394.95,1978275,164856,2.7,89.05,54.0,Premium,Gold,Beauty,Cash,Facebook,7,13,4,248,54,28,2,11,No,No,Not Subscribed,347
387,Daisy Frank,58,Female,lisa43@example.net,4027011686,West Jacob,Florida,India,West,2025-06-27,2026-05-21,120,4510,541200,1679053.57,1998699,166558,4.6,100.0,14.5,VIP,Platinum,Sports,Wallet,Mobile App,18,4,15,239,33,32,27,16,No,Yes,Subscribed,61
388,James White,53,Female,hayeslisa@example.org,0234679121,West Calebtown,Pennsylvania,India,North,2024-12-30,2025-11-14,110,3847,423170,629200.48,1800155,150012,3.9,100.0,41.0,VIP,Platinum,Fashion,Credit Card,Email Campaign,5,4,3,195,78,23,9,9,Yes,No,Subscribed,249
389,Jimmy Washington,37,Female,smithjoseph@example.org,1380698477,Nathanmouth,Massachusetts,India,South,2022-08-25,2026-01-29,105,6559,688695,1701671.34,763080,63590,3.9,100.0,41.0,VIP,Platinum,Groceries,Net Banking,Facebook,8,1,13,251,146,19,18,14,Yes,Yes,Not Subscribed,173
390,Lisa Everett,66,Female,dgray@example.com,1076209184,Robertsonborough,Alabama,India,West,2022-06-17,2025-12-06,111,6462,717282,1467245.05,2870477,239206,4.2,100.0,38.0,VIP,Platinum,Books,Wallet,Instagram,52,12,7,207,86,34,1,21,Yes,Yes,Subscribed,227
391,Valerie Rosario,54,Female,allen50@example.net,7397691567,Lake Douglas,North Dakota,India,Central,2025-03-29,2026-05-20,16,5774,92384,245216.45,1057096,88091,4.9,99.48,16.0,Regular,Silver,Fashion,Wallet,Google Ads,69,1,18,272,48,30,16,0,Yes,No,Subscribed,62
392,Nancy Glover,33,Female,andersonlaura@example.com,2717833321,West Raven,Wyoming,India,North,2026-02-23,2026-02-08,69,5471,377499,767501.15,2719996,226666,2.6,100.0,54.0,VIP,Platinum,Electronics,Net Banking,Instagram,2,10,13,97,106,1,27,16,Yes,Yes,Subscribed,163
393,Juan Ball,36,Male,qlynn@example.org,8715399156,East Jonathon,Maine,India,South,2023-01-21,2026-05-31,99,1234,122166,195586.69,1958241,163186,4.2,100.0,13.5,Premium,Gold,Sports,UPI,Mobile App,7,10,5,18,182,3,9,12,No,No,Not Subscribed,51
394,Christopher Davis,70,Male,juliewilson@example.com,5690409836,New Elizabeth,Pennsylvania,India,North,2022-10-04,2025-12-24,31,6661,206491,568307.01,1241915,103492,3.7,100.0,43.0,Premium,Gold,Electronics,Credit Card,Facebook,96,12,3,142,15,20,14,17,No,Yes,Subscribed,209
395,Jeffrey Foster,35,Male,sstewart@example.org,7294209548,Welchborough,New York,India,South,2025-11-25,2026-04-25,72,5837,420264,1362309.66,1527638,127303,3.9,100.0,34.5,VIP,Platinum,Sports,Debit Card,Google Ads,57,2,20,261,52,9,11,17,No,Yes,Subscribed,87
396,Kelly Levy,70,Female,zavalamason@example.net,3027642086,Katherinefurt,California,India,Central,2023-03-31,2026-04-29,84,1871,157164,188818.66,2272435,189369,3.2,100.0,39.5,Premium,Gold,Beauty,Wallet,Google Ads,32,12,11,113,149,32,9,1,Yes,No,Subscribed,83
397,Allison Campbell,43,Male,jacquelinekelley@example.org,5904729277,Port Kaitlin,West Virginia,India,South,2025-09-08,2025-08-15,72,2789,200808,699519.92,1134369,94530,4.0,100.0,40.0,Premium,Gold,Fashion,UPI,Instagram,40,10,20,138,192,28,8,7,No,No,Subscribed,340
398,Denise Cox,62,Male,gregoryvanessa@example.org,6201572018,Lake Jennifer,Kansas,India,North,2025-01-13,2025-08-11,61,535,32635,115650.51,977862,81488,3.5,100.0,45.0,New,Bronze,Electronics,Net Banking,Referral,89,15,12,280,20,4,17,0,No,No,Not Subscribed,344
399,Austin Allen,42,Male,mturner@example.org,1764750111,North Brenda,Oregon,India,North,2022-04-28,2025-09-03,60,3534,212040,770605.18,2114693,176224,2.5,100.0,55.0,Premium,Gold,Books,UPI,Email Campaign,95,0,8,188,49,5,26,19,Yes,Yes,Not Subscribed,321
400,Timothy Benson,41,Male,bauerherbert@example.com,4921518260,Brownshire,Ohio,India,East,2024-05-21,2025-10-11,116,6267,726972,2208625.86,1126971,93914,2.5,100.0,55.0,VIP,Platinum,Books,Debit Card,Referral,81,12,3,147,145,32,15,5,Yes,Yes,Subscribed,283
401,Jennifer Tyler,65,Male,molinajared@example.net,2920875102,New Jonathanton,Colorado,India,South,2023-01-29,2025-11-30,120,5168,620160,2123579.96,2443956,203663,4.3,100.0,37.0,VIP,Platinum,Books,Credit Card,Facebook,35,6,0,277,157,16,21,17,Yes,No,Not Subscribed,233
402,Tina Hunter,44,Female,tammy26@example.net,3408487297,Lake Corey,Arizona,India,North,2025-06-08,2026-07-18,67,4322,289574,720603.24,2419532,201627,4.4,100.0,0.0,VIP,Platinum,Home,Net Banking,Mobile App,92,7,1,147,107,34,14,10,Yes,Yes,Subscribed,3
403,Joel Lopez,62,Female,melissa32@example.net,9542961844,Millerview,Utah,India,North,2023-01-09,2026-01-30,26,1847,48022,98732.47,513587,42798,4.1,100.0,39.0,Regular,Bronze,Electronics,UPI,Mobile App,12,0,15,226,6,37,25,20,No,Yes,Not Subscribed,172
404,Ronald Neal,21,Female,chadoconnor@example.net,5989262566,West Davidville,Utah,India,Central,2026-01-28,2026-01-08,31,1097,34007,109398.77,2848650,237387,3.6,100.0,44.0,New,Bronze,Books,UPI,Email Campaign,12,14,18,68,21,3,29,1,Yes,Yes,Subscribed,194
405,Amy Jones,69,Female,coxmatthew@example.com,3401636112,Davisstad,Vermont,India,North,2023-04-25,2025-12-22,79,5629,444691,1032919.97,677095,56424,4.2,100.0,38.0,VIP,Platinum,Beauty,Debit Card,Email Campaign,71,1,9,200,102,6,19,24,Yes,No,Not Subscribed,211
406,Ashley Campbell,47,Female,catherine02@example.com,2588967924,East Nicholas,West Virginia,India,Central,2025-02-04,2025-09-20,13,3282,42666,123406.96,358934,29911,3.6,70.53,51.0,Regular,Bronze,Fashion,Debit Card,Google Ads,42,6,3,57,3,38,22,2,No,No,Not Subscribed,304
407,Joseph Sellers,48,Female,jasmine39@example.com,2757844683,Townsendland,South Dakota,India,South,2022-12-26,2026-02-12,18,7029,126522,166323.8,785531,65460,3.3,94.3,49.0,Premium,Gold,Home,Cash,Instagram,55,11,9,282,198,9,4,15,No,Yes,Subscribed,159
408,Christopher Blair,21,Male,martinbrian@example.net,8706827788,Port Julie,Virginia,India,Central,2026-03-20,2025-11-23,107,5083,543881,1866939.92,2020252,168354,3.4,100.0,46.0,VIP,Platinum,Home,Cash,Referral,25,6,2,179,48,30,22,22,No,No,Not Subscribed,240
409,Ronald Ferguson,39,Male,john89@example.org,2832152850,West Tara,Michigan,India,North,2024-03-03,2026-02-01,113,6965,787045,2807713.67,2330084,194173,3.0,100.0,50.0,VIP,Platinum,Fashion,Wallet,Facebook,0,7,7,243,159,13,7,15,No,Yes,Subscribed,170
410,Robin Wright,41,Male,robertstimothy@example.com,0963480797,Murphystad,Connecticut,India,North,2023-08-18,2026-03-30,4,5044,20176,30253.75,1468764,122397,3.6,48.04,60.0,New,Bronze,Fashion,UPI,Referral,80,11,1,20,50,12,9,5,No,Yes,Subscribed,113
411,Adam Zamora,30,Male,richardsmith@example.com,3188261702,Brooksstad,Nevada,India,South,2026-05-08,2026-01-11,34,7960,270640,395971.91,825641,68803,3.4,100.0,46.0,VIP,Platinum,Beauty,Wallet,Mobile App,100,3,10,112,78,29,7,11,No,Yes,Subscribed,191
412,Patricia Herrera,27,Male,daniel77@example.org,5605313402,East Elizabethfort,Texas,India,South,2022-09-12,2026-02-03,69,3598,248262,746106.79,1583585,131965,4.0,100.0,40.0,Premium,Gold,Books,Debit Card,Website,81,7,1,101,137,18,25,4,No,Yes,Not Subscribed,168
413,Tonya Wilson,31,Male,zpierce@example.net,5686211022,North Erika,Michigan,India,West,2026-01-21,2026-01-10,85,5537,470645,644157.65,2383280,198606,3.5,100.0,45.0,VIP,Platinum,Sports,Cash,Referral,82,11,15,270,118,11,10,22,No,No,Not Subscribed,192
414,Russell Harper,55,Female,hamiltonkeith@example.com,6392823414,Mccarthyville,Vermont,India,Central,2025-04-07,2026-01-10,5,2197,10985,19451.89,1101445,91787,3.6,48.2,59.0,At Risk,Bronze,Electronics,UPI,Google Ads,30,12,6,161,108,24,18,5,Yes,Yes,Not Subscribed,192
415,Jessica Carr,46,Female,victoriagarza@example.net,3126043260,South Richardport,Vermont,India,South,2024-11-23,2026-07-08,6,4311,25866,65489.65,1660854,138404,3.6,53.17,14.5,New,Bronze,Fashion,Debit Card,Facebook,59,13,13,193,127,20,8,12,No,Yes,Not Subscribed,13
416,Cynthia Hall,23,Female,ronald08@example.com,4145456350,Lake Julieborough,Maine,India,Central,2024-07-01,2026-04-11,70,5772,404040,566954.35,1409410,117450,4.8,100.0,32.0,VIP,Platinum,Home,Wallet,Instagram,12,3,2,189,9,34,6,10,No,No,Subscribed,101
417,Thomas Kerr,63,Male,jordanjohnny@example.com,5411082555,Johnview,Indiana,India,Central,2023-02-01,2025-12-29,2,6808,13616,26941.06,1703881,141990,4.5,51.72,53.0,At Risk,Bronze,Books,Debit Card,Mobile App,51,12,18,11,120,32,24,4,Yes,No,Subscribed,204
418,Breanna Miller,51,Female,andersonjulia@example.org,9337118954,North David,Nebraska,India,West,2023-07-14,2026-05-10,102,1203,122706,247129.22,1037885,86490,3.6,100.0,30.0,Premium,Gold,Fashion,Cash,Email Campaign,89,13,6,229,115,35,0,11,No,Yes,Not Subscribed,72
419,Andrea King,69,Female,patricia71@example.com,7688029424,Lake Lisa,New York,India,East,2022-11-20,2026-05-03,54,3987,215298,642230.34,1941851,161820,4.4,100.0,25.5,Premium,Gold,Books,UPI,Google Ads,88,9,10,16,145,2,29,4,No,No,Subscribed,79
420,Gail Berg,43,Male,martinkaren@example.com,6943202939,Kevinbury,Maine,India,Central,2023-10-16,2025-08-02,25,4389,109725,162662.89,2638719,219893,4.9,100.0,31.0,Regular,Silver,Electronics,Cash,Facebook,81,9,2,92,26,35,5,1,Yes,Yes,Subscribed,353
421,Jeanette Arnold,42,Female,jeffreyferguson@example.com,2424033810,Christopherside,Kentucky,India,South,2022-12-06,2026-05-15,38,5903,224314,575012.97,2156997,179749,2.6,100.0,37.5,Premium,Gold,Sports,Cash,Facebook,66,0,5,172,105,25,5,3,Yes,No,Subscribed,67
422,Jennifer Ortiz,26,Male,mark00@example.com,4240891649,West Joseph,Pennsylvania,India,East,2024-01-18,2025-12-04,105,6313,662865,1941174.22,915976,76331,4.0,100.0,40.0,VIP,Platinum,Sports,Credit Card,Email Campaign,39,6,16,239,70,12,0,4,Yes,No,Not Subscribed,229
423,Crystal Garrison,47,Female,omoore@example.net,5271727223,Andrewburgh,Idaho,India,Central,2021-11-04,2025-12-11,95,1246,118370,230652.31,2163888,180324,3.4,100.0,46.0,Regular,Silver,Books,Net Banking,Facebook,91,9,12,94,106,15,5,19,Yes,Yes,Not Subscribed,222
424,Lisa Mcdaniel,62,Male,chadjones@example.org,6182091660,East Kayla,Louisiana,India,South,2026-07-03,2026-06-11,21,2742,57582,201228.66,2505434,208786,3.2,85.52,18.0,Regular,Bronze,Groceries,Credit Card,Google Ads,8,6,15,215,195,35,3,11,No,No,Not Subscribed,40
425,Douglas Burton,28,Female,sparksalbert@example.org,1327972457,Courtneyville,Alaska,India,South,2024-06-17,2025-12-29,6,4286,25716,32645.6,2929600,244133,4.2,59.14,52.0,New,Bronze,Home,Credit Card,Website,95,14,12,180,190,25,27,6,Yes,Yes,Not Subscribed,204
426,Mallory Garcia,60,Female,curtis62@example.org,0366254361,North Stephanie,Maine,India,West,2024-03-17,2025-09-13,9,1176,10584,27792.68,1266253,105521,4.3,63.12,48.0,At Risk,Bronze,Home,Credit Card,Mobile App,56,4,15,147,41,10,26,0,Yes,No,Subscribed,311
427,Michael Gilbert,22,Male,wardsandy@example.org,9226859262,Nancyview,New York,India,East,2022-06-26,2025-08-17,57,3433,195681,325347.96,394472,32872,4.7,100.0,33.0,Premium,Gold,Books,Credit Card,Facebook,68,6,14,29,162,33,20,21,No,No,Subscribed,338
428,Dorothy Cantu,56,Male,mccormickmichelle@example.org,5267711964,East Katrina,Minnesota,India,North,2025-12-14,2026-04-13,49,6784,332416,573257.69,1297316,108109,3.4,100.0,45.5,VIP,Platinum,Electronics,Wallet,Referral,30,6,2,13,107,1,0,10,Yes,Yes,Subscribed,99
429,Luis Coleman,64,Male,oguzman@example.com,3668788788,Rosebury,Vermont,India,North,2023-12-15,2026-05-27,66,1382,91212,302880.69,1603416,133618,3.9,100.0,18.5,Regular,Silver,Fashion,UPI,Instagram,24,6,17,207,109,7,7,6,Yes,No,Not Subscribed,55
430,Christopher Ward,18,Female,victoriasmith@example.net,2105524728,North Julie,Delaware,India,South,2024-03-12,2025-11-07,29,1040,30160,87786.72,1417935,118161,4.1,100.0,39.0,New,Bronze,Beauty,Credit Card,Referral,47,1,2,116,105,19,24,19,Yes,No,Subscribed,256
